AL_Stream,Interest,IT_Related_Courses,Cost,Degree_type,cost_value,location,Degree_Program,skills,Degree_Program_name
Tech,SE,Yes,No,Part time,"Between 500,000 and 1,000,000",Colombo,CN,"{'Programming Languages': 'JavaScript', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Computer Science
Tech,AI,Yes,Yes,Part time,"Greater than 2,000,000",Colombo,SE,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) in Multimedia Technology (TOP UP) – Kingston University
Tech,IT,Yes,Yes,Full time,"Less than 500,000",Colombo,IT,"{'Programming Languages': 'C/C++', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}",BSc (Hons) Computing Software Development – Top Up
Tech,IT,Yes,Yes,Full time,"Between 1,000,000 and 1,500,000",Kandy,DS,"{'Programming Languages': 'Java', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Computer Security and Forensics
Art,AI,Yes,No,Full time,"Greater than 2,000,000",Colombo,SE,"{'Programming Languages': 'Python', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Computing Science in Software Engineering (TOP UP) – Kingston University
Science,SE,Yes,No,Part time,"Between 500,000 and 1,000,000",Colombo,IT,"{'Programming Languages': 'C/C++', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}",Bachelor of Information Technology
Science,SE,No,Yes,Part time,"Between 500,000 and 1,000,000",Kandy,ICT,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) in Computer Systems & Networks
Maths,SE,No,No,Part time,"Between 1,000,000 and 1,500,000",Kandy,CN,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Technology Management – (Plymouth University – United Kingdom)
Maths,IT,No,Yes,Full time,"Greater than 2,000,000",Jaffna,CN,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) in Data Science (TOP UP) – London Met University (UK)
Art,CS,Yes,Yes,Part time,"Between 500,000 and 1,000,000",Jaffna,SE,"{'Programming Languages': 'C/C++', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}",BSc (Hons) Business Information Systems – Top Up (Cinec Metro Campus)
Art,IT,Yes,No,Full time,"Greater than 2,000,000",Kandy,CS,"{'Programming Languages': 'JavaScript', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Leadership'}",Bachelor of Science Honours in Software Engineering
Maths,IT,Yes,Yes,Full time,"Greater than 2,000,000",Jaffna,SE,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Business Computer Systems (TOP UP) – London Met University (UK)
Art,IT,Yes,Yes,Part time,"Between 500,000 and 1,000,000",Kandy,CS,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}",Bachelor of Business Analytics
Tech,AI,Yes,Yes,Full time,"Between 500,000 and 1,000,000",Jaffna,DS,"{'Programming Languages': 'Kotlin', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) in Computer Science – (UGC Approved – Offered By NSBM)
Maths,AI,No,Yes,Full time,"Less than 500,000",Jaffna,IT,"{'Programming Languages': 'C/C++', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}",BSc (Hons) Information Systems
Science,SE,No,Yes,Full time,"Greater than 2,000,000",Jaffna,CS,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Computer Security & Forensics
Maths,SE,Yes,No,Part time,"Between 1,000,000 and 1,500,000",Colombo,IT,"{'Programming Languages': 'JavaScript', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}",BSc ( Honours ) in Software Engineering
Maths,AI,Yes,No,Part time,"Between 1,000,000 and 1,500,000",Colombo,CN,"{'Programming Languages': 'Kotlin', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}",Bachelor of Information Technology
Maths,CS,No,Yes,Full time,"Between 500,000 and 1,000,000",Kandy,DS,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Computer Networks – Top Up (Cinec Metro Campus – Nugegoda)
Maths,CS,No,No,Part time,"Less than 500,000",Colombo,IT,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Business Information Systems
Art,IT,No,No,Part time,"Between 1,000,000 and 1,500,000",Colombo,CS,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Computing
Maths,CS,Yes,Yes,Full time,"Less than 500,000",Colombo,CN,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}","BSc (Hons) Computer Science (Software Engineering) - University of Wolverhampton, United Kingdom"
Tech,SE,Yes,No,Part time,"Less than 500,000",Colombo,SE,"{'Programming Languages': 'Java', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Leadership'}","Bachelor of Computer Science - Deakin University, Australia"
Maths,CS,Yes,No,Part time,"Between 1,000,000 and 1,500,000",Colombo,SE,"{'Programming Languages': 'Swift', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Computing Science in Software Engineering (TOP UP) – Kingston University
Science,CS,Yes,Yes,Part time,"Between 500,000 and 1,000,000",Kandy,DS,"{'Programming Languages': 'Swift', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Information Technology for Business
Science,CS,Yes,Yes,Part time,"Greater than 2,000,000",Kandy,CN,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Computing
Maths,IT,Yes,Yes,Full time,"Less than 500,000",Jaffna,IT,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Information Technology for Business
Maths,IT,Yes,No,Full time,"Greater than 2,000,000",Colombo,SE,"{'Programming Languages': 'Kotlin', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}","Bachelor of Artificial Intelligence - Deakin University, Australia"
Art,SE,Yes,No,Full time,"Greater than 2,000,000",Colombo,ICT,"{'Programming Languages': 'Kotlin', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}","Bachelor of Computer Science - Deakin University, Australia"
Art,SE,Yes,Yes,Full time,"Between 500,000 and 1,000,000",Jaffna,DS,"{'Programming Languages': 'Kotlin', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}",BIT (university of moratuwa)
Maths,AI,Yes,No,Part time,"Between 500,000 and 1,000,000",Jaffna,ICT,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Computing Science in Software Engineering (TOP UP) – Kingston University
Science,CS,No,No,Full time,"Between 1,000,000 and 1,500,000",Kandy,CN,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}",Bachelor of Information Technology Honours Degree ( BIT Hons Degree ) – ESOFT Metro Campus
Tech,IT,Yes,Yes,Part time,"Greater than 2,000,000",Jaffna,DS,"{'Programming Languages': 'C/C++', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Software Engineering
Science,AI,Yes,No,Full time,"Greater than 2,000,000",Kandy,CS,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}",Bachelor of Information Technology (BIT)
Art,SE,No,No,Full time,"Less than 500,000",Jaffna,CS,"{'Programming Languages': 'Swift', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}",BSc (Hons) Artificial Intelligence And Data Science
Art,AI,Yes,Yes,Part time,"Greater than 2,000,000",Kandy,CS,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Computer Science (Internet and Web Management)
Maths,CS,Yes,No,Full time,"Between 1,000,000 and 1,500,000",Kandy,CN,"{'Programming Languages': 'Kotlin', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}",BSc (Hons) in Data Science – (Plymouth University – United Kingdom)
Maths,CS,No,Yes,Part time,"Between 500,000 and 1,000,000",Kandy,DS,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Computing Science in Software Engineering (TOP UP) – Kingston University
Science,CS,No,Yes,Full time,"Less than 500,000",Jaffna,IT,"{'Programming Languages': 'Kotlin', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}",BSc (Hons) Information Technology
Science,AI,Yes,Yes,Full time,"Between 500,000 and 1,000,000",Colombo,IT,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}","BSc (Hons) Computer Science (Software Engineering) – TopUp - University of Wolverhampton, United Kingdom"
Tech,CS,No,Yes,Part time,"Greater than 2,000,000",Jaffna,CN,"{'Programming Languages': 'Kotlin', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}",Bachelor of Software Engineering (Honours)
Art,SE,No,Yes,Part time,"Less than 500,000",Kandy,ICT,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}",BSc (Hons) Information Technology
Science,AI,Yes,Yes,Part time,"Between 1,000,000 and 1,500,000",Jaffna,DS,"{'Programming Languages': 'Java', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Leadership'}",BSc (Hons) Computer Science
Art,CS,No,No,Full time,"Greater than 2,000,000",Kandy,IT,"{'Programming Languages': 'Kotlin', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}",BSc (Hons) Computing Science in Web & Mobile App Development (TOP UP) – Kingston University
