AL_Stream,Interest,IT_Related_Courses,Cost,Degree_type,cost_value,location,Degree_Program,skills
Science,IT,No,Yes,Full time,"Less than 500,000",Jaffna,IT,"{'Programming Languages': 'JavaScript', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Art,AI,No,Yes,Part time,"Between 1,000,000 and 1,500,000",Colombo,CN,"{'Programming Languages': 'Kotlin', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Tech,SE,No,No,Part time,"Greater than 2,000,000",Colombo,ICT,"{'Programming Languages': 'JavaScript', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Leadership'}"
Art,CS,No,No,Full time,"Greater than 2,000,000",Colombo,DS,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Maths,AI,Yes,Yes,Full time,"Between 500,000 and 1,000,000",Kandy,SE,"{'Programming Languages': 'Swift', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Leadership'}"
Tech,SE,Yes,Yes,Full time,"Less than 500,000",Jaffna,CS,"{'Programming Languages': 'JavaScript', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Art,IT,No,No,Part time,"Between 1,000,000 and 1,500,000",Kandy,ICT,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Art,IT,No,No,Full time,"Greater than 2,000,000",Colombo,IT,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}"
Art,CS,No,No,Full time,"Between 500,000 and 1,000,000",Kandy,IT,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Science,AI,No,No,Part time,"Between 500,000 and 1,000,000",Colombo,CN,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Art,CS,No,No,Part time,"Greater than 2,000,000",Colombo,SE,"{'Programming Languages': 'Swift', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Science,SE,Yes,No,Full time,"Greater than 2,000,000",Colombo,CN,"{'Programming Languages': 'Swift', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Art,SE,Yes,Yes,Part time,"Between 500,000 and 1,000,000",Colombo,SE,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Maths,IT,No,No,Part time,"Greater than 2,000,000",Kandy,SE,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}"
Art,AI,Yes,Yes,Part time,"Greater than 2,000,000",Jaffna,SE,"{'Programming Languages': 'Swift', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Science,CS,No,Yes,Part time,"Between 500,000 and 1,000,000",Jaffna,ICT,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Maths,SE,Yes,Yes,Full time,"Between 500,000 and 1,000,000",Kandy,CS,"{'Programming Languages': 'JavaScript', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Art,CS,No,No,Part time,"Less than 500,000",Kandy,DS,"{'Programming Languages': 'Swift', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Science,IT,No,No,Part time,"Less than 500,000",Jaffna,CS,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Science,CS,Yes,No,Full time,"Less than 500,000",Kandy,CS,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Art,SE,No,Yes,Full time,"Less than 500,000",Jaffna,CN,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Science,AI,Yes,Yes,Full time,"Greater than 2,000,000",Colombo,CN,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}"
Maths,SE,No,No,Part time,"Less than 500,000",Colombo,CS,"{'Programming Languages': 'JavaScript', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Science,SE,Yes,Yes,Part time,"Between 1,000,000 and 1,500,000",Jaffna,CS,"{'Programming Languages': 'JavaScript', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}"
Maths,CS,No,No,Part time,"Between 1,000,000 and 1,500,000",Kandy,CN,"{'Programming Languages': 'C/C++', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Tech,IT,Yes,No,Full time,"Between 500,000 and 1,000,000",Colombo,SE,"{'Programming Languages': 'Java', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Science,SE,No,No,Full time,"Greater than 2,000,000",Jaffna,ICT,"{'Programming Languages': 'Kotlin', 'Database Management': 'SQL', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Art,IT,Yes,No,Part time,"Less than 500,000",Kandy,SE,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Science,AI,No,No,Part time,"Between 500,000 and 1,000,000",Colombo,CS,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Science,CS,Yes,No,Part time,"Less than 500,000",Jaffna,DS,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Leadership'}"
Art,CS,No,No,Part time,"Between 1,000,000 and 1,500,000",Jaffna,ICT,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}"
Tech,SE,Yes,Yes,Part time,"Less than 500,000",Kandy,CS,"{'Programming Languages': 'JavaScript', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Teamwork'}"
Tech,SE,No,No,Part time,"Between 500,000 and 1,000,000",Kandy,IT,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}"
Art,SE,Yes,Yes,Part time,"Between 500,000 and 1,000,000",Jaffna,DS,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Maths,SE,No,No,Part time,"Greater than 2,000,000",Colombo,SE,"{'Programming Languages': 'Kotlin', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}"
Art,AI,Yes,No,Full time,"Greater than 2,000,000",Colombo,CS,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Leadership'}"
Maths,CS,Yes,No,Part time,"Between 1,000,000 and 1,500,000",Kandy,ICT,"{'Programming Languages': 'JavaScript', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Teamwork'}"
Tech,IT,No,No,Full time,"Between 500,000 and 1,000,000",Jaffna,DS,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Tech,SE,No,No,Part time,"Between 1,000,000 and 1,500,000",Kandy,DS,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Cryptography', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Science,SE,No,Yes,Part time,"Less than 500,000",Colombo,DS,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Leadership'}"
Tech,AI,Yes,Yes,Full time,"Less than 500,000",Kandy,SE,"{'Programming Languages': 'Python', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Maths,CS,Yes,Yes,Full time,"Between 500,000 and 1,000,000",Kandy,DS,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Agile Methodologies', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Communication Skills'}"
Tech,SE,No,Yes,Full time,"Between 1,000,000 and 1,500,000",Jaffna,IT,"{'Programming Languages': 'HTML/CSS', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frameworks (e.g., React, Angular, Vue.js, Django, Flask)', 'Mobile App Development': 'iOS Development (Swift)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Continuous Integration/Continuous Deployment (CI/CD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Data Structures', 'Communication and Collaboration': 'Communication Skills'}"
Maths,AI,No,Yes,Full time,"Greater than 2,000,000",Jaffna,CN,"{'Programming Languages': 'C/C++', 'Database Management': 'SQL', 'Web Development': 'Backend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Statistical Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Maths,IT,Yes,No,Full time,"Less than 500,000",Jaffna,IT,"{'Programming Languages': 'Python', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Computer Vision', 'Software Engineering Practices': 'Version Control (e.g., Git)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Art,AI,No,No,Full time,"Less than 500,000",Kandy,CS,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Cross-platform Development (e.g., Flutter, React Native)', 'Data Analytics and Visualization': 'Data Visualization Tools (e.g., Tableau, Power BI)', 'Machine Learning and Artificial Intelligence': 'Machine Learning Algorithms', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Network Security', 'Problem-Solving and Algorithmic Thinking': 'Algorithm Design and Analysis', 'Communication and Collaboration': 'Communication Skills'}"
Science,CS,No,Yes,Part time,"Between 1,000,000 and 1,500,000",Jaffna,IT,"{'Programming Languages': 'Java', 'Database Management': 'NoSQL (e.g., MongoDB)', 'Web Development': 'Full-stack Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Natural Language Processing (NLP)', 'Software Engineering Practices': 'Object-Oriented Programming (OOP)', 'Cybersecurity': 'Secure Coding Practices', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
Maths,AI,No,No,Full time,"Greater than 2,000,000",Jaffna,SE,"{'Programming Languages': 'Swift', 'Database Management': 'SQL', 'Web Development': 'Frontend Development', 'Mobile App Development': 'Android Development (Java/Kotlin)', 'Data Analytics and Visualization': 'Data Analysis', 'Machine Learning and Artificial Intelligence': 'Deep Learning', 'Software Engineering Practices': 'Test-Driven Development (TDD)', 'Cybersecurity': 'Ethical Hacking', 'Problem-Solving and Algorithmic Thinking': 'Problem-solving Skills', 'Communication and Collaboration': 'Teamwork'}"
